codigo;descricao;porte;ch;co
20104022;Aplicação de hipossensibilizante - em consultório (AHC) exclusive o alérgeno - planejamento técnico para;;;
20104014;Actinoterapia (por sessão) ;;;
31004202;Hemorroidectomia aberta ou fechada, com ou sem esfincterotomia, sem grampeador;;;
20103751;Leme, análise de marcha;;;
31004199;Hemorróidas - tratamento esclerosante (por sessão);;;
20103743;Exercícios de pleóptica;;;
31004180;Hemorróidas - ligadura elástica (por sessão);;;
20103727;Reabilitação cardiovascular supervisionada. Programa de 12 semanas. Duas a três sessões por semana (por sessão) ;;;
31004172;Hemorróidas - fotocoagulação com raio infravermelho (por sessão);;;
20103719;Sinusites;;;
31004164;Fistulectomia perineal;;;
20103700;Sequelas em politraumatizados (em diferentes segmentos);;;
31004156;Fistulectomia anorretal com abaixamento mucoso;;;
20103697;Sequelas de traumatismos torácicos e abdominais;;;
31004148;Fistulectomia anal em um tempo;;;
20103689;Retardo do desenvolvimento psicomotor ;;;
31004130;Fistulectomia anal em ferradura;;;
20103670;Recuperação funcional pós-operatória ou pós-imobilização gessada de  patologia  osteomioarticular  com complicações neurovasculares afetando mais de um membro ;;;
31004121;Fistulectomia anal em dois tempos;;;
20103662;Recuperação funcional pós-operatória ou pós-imobilização gessada de  patologia  osteomioarticular  com complicações neurovasculares afetando um membro ;;;
31004113;Fístula reto-vaginal e fístula anal em ferradura - tratamento cirúrgico via perineal;;;
20103654;Recuperação funcional de distúrbios crânio-faciais ;;;
31004105;Fissurectomia com ou sem esfincterotomia;;;
20103646;Reabilitação perineal com biofeedback;;;
31004091;Excisão de plicoma ;;;
20103638;Reabilitação labiríntica (por sessão) ;;;
31004083;Estenose anal - tratamento cirúrgico (qualquer técnica);;;
20103620;Reabilitação de paciente com endoprótese ;;;
31004075;Esfincteroplastia anal (qualquer técnica);;;
20103611;Queimados - seguimento ambulatorial para prevenção de sequelas (por segmento) ;;;
31004067;Dilatação digital ou instrumental do ânus e/ou do reto;;;
20103603;Programa de exercício supervisionado sem obtenção de eletrocardiograma e/ou saturação de O2 - sessão coletiva;;;
31004059;Criptectomia (única ou múltipla);;;
20103590;Programa de exercício supervisionado sem obtenção de eletrocardiograma e/ou saturação de O2 - sessão individual;;;
31004040;Corpo estranho do reto - retirada;;;
20103581;Programa de exercício supervisionado com obtenção de eletrocardiograma e/ou saturação de O2 - sessão coletiva;;;
31004032;Cerclagem anal;;;
20103573;Programa de exercício supervisionado com obtenção de eletrocardiograma e/ou saturação de O2 - sessão individual;;;
31004024;Abscesso isquio-retal - drenagem;;;
20103565;Processos inflamatórios pélvicos ;;;
31004016;Abscesso anorretal - drenagem;;;
20103557;Procedimentos mesoterápicos com calcitonina (qualquer segmento) ;;;
31003796;Retossigmoidectomia abdominal por videolaparoscopia;;;
20103549;Procedimentos mesoterápicos (por região anatômica) ;;;
31003788;Proctocolectomia total por videolaparoscopia;;;
20103530;Recuperação funcional pós-operatória ou por imobilização da patologia vertebral ;;;
20103522;Patologias osteomioarticulares com dependência de atividades da vida diária;;;
31003770;Proctocolectomia total com reservatório ileal por videolaparoscopia;;;
20103514;Patologia osteomioarticular em diferentes segmentos da coluna ;;;
31003761;Piloromiotomia por videolaparoscopia;;;
20103506;Patologia osteomioarticular em um segmento da coluna ;;;
31003753;Perfuração duodenal ou delgado - tratamento cirúrgico por videolaparoscopia;;;
20103492;Patologia osteomioarticular em dois ou mais membros ;;;
31003745;Pâncreas anular - tratamento cirúrgico por videolaparoscopia;;;
20103484;Patologia osteomioarticular em um membro;;;
31003737;Megacólon congênito - tratamento cirúrgico por videolaparoscopia;;;
20103476;Patologia neurológica com dependência de atividades da vida diária;;;
31003729;Fixação do reto por via abdominal por videolaparoscopia;;;
31003710;Esvaziamento pélvico total por videolaparoscopia;;;
20103468;Parkinson;;;
31003702;Esvaziamento pélvico anterior ou posterior por videolaparoscopia;;;
20103450;Paraplegia e tetraplegia;;;
31003699;Enteropexia (qualquer segmento) por videolaparoscopia;;;
20103441;Paraparesia/tetraparesia ;;;
31003680;Entero-anastomose (qualque segmento) por videolaparoscopia;;;
20103433;Paralisia cerebral com distúrbio de comunicação;;;
31003672;Enterectomia segmentar por videolaparoscopia;;;
20103425;Paralisia cerebral;;;
31003664;Divertículo de Meckel - exérese por videolaparoscopia;;;
20103417;Pacientes sem doença coronariana clinicamente manifesta, mas considerada de alto  risco,  atendido  em ambulatório, duas a três vezes por semana ;;;
31003656;Distorção de volvo por videolaparoscopia;;;
20103409;Pacientes com doenças neuro-músculo-esqueléticas com envolvimento tegumentar;;;
31003648;Colectomia total com ileostomia por videolaparoscopia;;;
20103395;Pacientes com doença isquêmica do coração, atendido em ambulatório, até 8 semanas de programa ;;;
31003630;Colectomia total com íleo-reto-anastomose por videolaparoscopia;;;
20103387;Pacientes com doença isquêmica do coração, atendido em ambulatório de 8 a 24 semanas;;;
31003621;Colectomia parcial sem colostomia por videolaparoscopia;;;
20103379;Paciente em pós-operatório de cirurgia cardíaca, atendido em ambulatório, duas a três vezes por semana;;;
31003613;Colectomia parcial com colostomia por videolaparoscopia;;;
20103360;Paciente com D.P.O.C. em atendimento ambulatorial necessitando reeducação e reabilitação respiratória ;;;
31003605;Cisto mesentérico - tratamento cirúrgico por videolaparoscopia;;;
20103344;Miopatias ;;;
31003591;Cirurgia de abaixamento por videolaparoscopia ;;;
20103336;Manipulação vertebral ;;;
31003583;Apendicectomia por videolaparoscopia;;;
20103328;Lesão nervosa periférica afetando um nervo com alterações sensitivas e/ou motoras;;;
31003575;Amputação abdômino-perineal do reto (completa) por videolaparoscopia;;;
20103310;Lesão nervosa periférica afetando mais de um nervo com alterações sensitivas e/ou motoras;;;
31003567;Tumor anorretal - ressecção anorretal, tratamento cirúrgico;;;
20103301;Infiltração de ponto gatilho (por músculo) ou agulhamento seco (por músculo);;;
31003559;Retossigmoidectomia abdominal;;;
20103298;Hipo ou agenesia de membros ;;;
31003540;Ressecção total de intestino delgado;;;
20103280;Hemiplegia e hemiparesia com afasia;;;
31003532;Proctocolectomia total com reservatório ileal;;;
20103271;Hemiplegia;;;
31003524;Proctocolectomia total;;;
20103263;Hemiparesia;;;
31003516;Procidência do reto - redução manual;;;
20103255;Exercícios para reabilitação do asmático (ERAI) - por sessão individual;;;
31003508;Piloromiotomia;;;
20103247;Exercícios para reabilitação do asmático (ERAC) - por sessão coletiva;;;
31003494;Perfuração duodenal ou delgado - tratamento cirúrgico;;;
20103239;Exercícios de ortóptica (por sessão);;;
31003486;Pâncreas anular - tratamento cirúrgico;;;
20103220;Doenças pulmonares atendidas em ambulatório ;;;
31003478;Membrana duodenal - tratamento cirúrgico;;;
20103212;Distúrbios circulatórios artério-venosos e linfáticos ;;;
31003460;Megacólon congênito - tratamento cirúrgico;;;
20103204;Distrofia simpático-reflexa ;;;
31003451;Má-rotação intestinal - tratamento cirúrgico;;;
20103190;Disfunção vésico-uretral ;;;
31003435;Invaginação intestinal sem ressecção - tratamento cirúrgico;;;
20103182;Desvios posturais da coluna vertebral ;;;
31003427;Invaginação intestinal - ressecção;;;
20103174;Confecção de prótese provisória;;;
31003397;Íleo meconial - tratamento cirúrgico;;;
20103166;Confecção de prótese imediata;;;
31003389;Fixação do reto por via abdominal;;;
20103158;Confecção de órteses em material termo-sensível (por unidade);;;
31003370;Fechamento de colostomia ou enterostomia;;;
20103140;Bloqueio fenólico, alcoólico ou com toxina botulínica por segmento corporal;;;
31003362;Fecaloma - remoção manual;;;
20103131;Biofeedback com EMG ;;;
31003354;Esvaziamento pélvico total - procedimento cirurgico;;;
20103123;Atividades em escola de postura (máximo de 10 pessoas) - por sessão;;;
31003346;Esvaziamento pélvico anterior ou posterior - procedimento cirúrgico;;;
20103115;Atividade reflexa ou aplicação de técnica cinesioterápica específica ;;;
31003338;Esporão retal - ressecção;;;
20103107;Atendimento fisiátrico no pré e pós-parto;;;
31003320;Enterotomia e/ou enterorrafia de qualquer segmento (por sutura ou ressecção);;;
20103093;Atendimento fisiátrico no pré e pós-operatório de pacientes para prevenção de sequelas;;;
31003311;Enteropexia (qualquer segmento);;;
20103077;Ataxias;;;
31003303;Enterocolite necrotizante - tratamento cirúrgico;;;
20103069;Assistência fisiátrica respiratória em pré e pós-operatório de condições cirúrgicas;;;
31003290;Entero-anastomose  (qualquer segmento);;;
20103050;Amputação unilateral (treinamento protético);;;
31003281;Enterectomia segmentar;;;
20103042;Amputação unilateral (preparação do coto) ;;;
31003273;Duplicação do tubo digestivo - tratamento cirúrgico;;;
20103034;Amputação bilateral (treinamento protético) ;;;
31003265;Divertículo de Meckel - exérese;;;
20103026;Amputação bilateral (preparação do coto) ;;;
31003257;Distorção de volvo por via endoscópica;;;
20103018;Adaptação e treinamento de recursos ópticos para visão subnormal (por sessão) - binocular;;;
31003249;Distorção de volvo por laparotomia;;;
20102178;Monitorização contínua da insuficiência respiratória em pacientes com esclerose lateral amiotrófica (ELA) que necessitam de assistência ventilatória não-invasiva;;;
31003230;Colotomia e colorrafia;;;
20102160;Monitorização ambulatorial da pressão arterial de 5 dias - MAPA 5d;;;
31003214;Colostomia ou enterostomia;;;
20102151;Gestão de pacientes com apneia obstrutiva do sono elegíveis para tratamento com pressão positiva contínua em via aérea;;;
31003206;Colocação de sonda enteral;;;
20102143;Tilt teste com provas farmacológicas;;;
31003192;Colectomia total com ileostomia;;;
20102135;Holter cerebral;;;
31003184;Colectomia total com íleo-reto-anastomose;;;
20102127;Holter 7 dias;;;
31003176;Colectomia parcial sem colostomia;;;
20102119;Monitorização eletrocardiográfica programada com transcrição - não contínua;;;
31003168;Colectomia parcial com colostomia;;;
20102100;Sistema Holter - 24 horas - 1 canal;;;
31003150;Cisto mesentérico - tratamento cirúrgico;;;
20102097;Sistema Holter - 12 horas - 2 ou mais canais;;;
31003141;Cirurgia de acesso posterior;;;
20102089;Sistema Holter - 12 horas - 1 canal;;;
31003133;Cirurgia de abaixamento (qualquer técnica) ;;;
20102070;Tilt teste;;;
31003125;Atresia jejunal proximal - tratamento cirúrgico;;;
20102062;Monitor de eventos sintomáticos por 15 a 30 dias (LOOPER);;;
31003117;Atresia jejunal distal ou ileal - tratamento cirúrgico;;;
20102038;Monitorização ambulatorial da pressão arterial - MAPA (24 horas);;;
31003109;Atresia de duodeno - tratamento cirúrgico;;;
20102020;Holter de 24 horas - 3 canais - digital;;;
31003095;Atresia de cólon - tratamento cirúrgico;;;
20102011;Holter de 24 horas - 2 ou mais canais - analógico;;;
31003087;Apple-Peel - tratamento cirúrgico;;;
20101465;Acompanhamento clínico ambulatorial pós-transplante hepático;;;
31003079;Apendicectomia;;;
20101457;Acompanhamento clínico ambulatorial de uveítes anteriores agudas e/ou coriorrenites focais ou disseminadas em atividade por avaliação do 1º ao 30º dia, até 5 avaliações, em consultório;;;
31003060;Anorretomiomectomia;;;
20101449;Acompanhamento clínico ambulatorial da retinopatia da prematuridade por avaliação do 1º ao 30º dia, até 5 avaliações, em consultório;;;
31003052;Anomalia anorretal - tratamento cirúrgico via perineal;;;
20101430;Acompanhamento clínico ambulatorial do pós-operatório de cirurgia de catarata congênita ou glaucoma congênito, por avaliação do 11º ao 30º dias, até 3 avaliações, em consultório;;;
31003044;Anomalia anorretal - tratamento cirúrgico via abdômino-perineal;;;
20101422;Monoximetria não invasiva (Coex);;;
31003036;Anomalia anorretal - correção via sagital posterior;;;
20101414;Acompanhamento clínico ambulatorial do tabagista, por avaliação, do 1º ao 90º dia, até 7 avaliações clínicas;;;
31003028;Amputação do reto por procidência;;;
20101406;Acompanhamento clínico ambulatorial pós-cirurgia fistulizante antoglaucomatosa - por avaliação do 11º ao 30º dia, até três avaliações;;;
31003010;Amputação abdômino-perineal do reto (completa);;;
20101392;Teste de provocação com medicamentos via injetável;;;
31002412;Vagotomia superseletiva ou vagotomia gástrica proximal por videolaparoscopia;;;
20101384;Teste de provocação com medicamentos via oral;;;
31002404;Vagotomia gástrica proximal ou superseletiva com duodenoplastia (operação de drenagem) por videolaparoscopia;;;
20101376;Teste cutâneo de puntura ou intradérmico com medicamentos (até 3 drogas);;;
31002390;Gastroplastia para obesidade mórbida por videolaparoscopia;;;
20101368;Teste de provocação oral (TPO) com alimentos;;;
31002374;Piloroplastia por videolaparoscopia;;;
31002366;Gastrotomia para retirada de CE ou lesão isolada por videolaparoscopia;;;
20101350;Programação de dispositivos neurofuncionais;;;
31002358;Gastroenteroanastomose por videolaparoscopia;;;
20101341;Avaliação neurológica ampla - ANA;;;
31002340;Gastrectomia total via abdominal por videolaparoscopia;;;
20101333;Avaliação e diagnóstico de morte encefálica - teste de apneia que confirme ausência de movimentos respiratórios após estimulação máxima dos centros respiratórios;;;
20101325;Avaliação e diagnóstico de morte encefálica - exame clínico que confirme coma não perceptivo e ausência de função tronco encefálico;;;
31002331;Gastrectomia total com linfadenectomia por videolaparoscopia;;;
20101317;Avaliação clínica pós coleta de líquor no teste de punção lombar única ou repetida - TAP test;;;
31002323;Gastrectomia parcial sem vagotomia por videolaparoscopia;;;
31002315;Gastrectomia parcial com vagotomia por videolaparoscopia;;;
20101309;Avaliação clínica pré coleta de líquor no teste de punção lombar única ou repetida - TAP test;;;
20101295;Troca do processador de áudio do implante coclear unilateral;;;
31002307;Gastrectomia parcial com linfadenectomia por videolaparoscopia;;;
20101287;Reflexo estapediano eliciado eletricamente unilateral;;;
31002293;Conversão de anastomose gastrojejunal por videolaparoscopia;;;
31002285;Colocação de banda gástrica por videolaparoscopia;;;
20101279;Potencial evocado eletricamente no sistema auditivo central;;;
31002277;Vagotomia superseletiva ou vagotomia gástrica proximal;;;
